NAME1,ISOALPHA,COUNTRYNM,tot_popn_2020,A00_04B,A05_09B,A10_14B,A15_19B,A20_24B,A25_29B,A30_34B,A35_39B,A40_44B,A45_49B,A50_54B,A55_59B,A60_64B,A65_69B,A70_74B,A75_79B,A80_84B,A85PLUSB
nyanza,KEN,kenya,6512691,1120548,963423,870948,744547,617842,471151,350928,272073,205136,197277,160140,122180,102751,68501,62086,43543,0,0
nzerekore,GIN,guinea,1984358,306094,291591,187047,159405,124842,133277,102895,89727,73408,55686,47027,34193,38423,0,0,0,0,0
oaxaca,MEX,mexico,4392087,410598,439406,455507,447396,345070,296099,285207,268595,229684,205819,179974,147523,121110,99363,88925,61144,39352,36819
obalno-kraska,SVN,slovenia,120597,5713,4674,4656,5165,7049,8750,9733,9116,8591,9284,9768,9819,7650,5269,5511,4551,3089,2040
oberosterreich,AUT,austria,1434083,68859,71546,76629,89674,89578,91741,88636,92068,112782,122669,110190,89970,78173,63350,67951,46239,36773,32407
obiliq,KOS,kosovo,24819,2372,2435,2484,2269,2271,2107,1837,1733,1404,1378,1126,898,754,591,407,236,0,0
obock,DJI,djibouti,56372,6380,7090,5983,5995,5884,5756,4869,3925,3149,2445,2019,1273,1062,0,0,0,0,0
obwalden,CHE,switzerland,39144,2059,1896,2265,2541,2727,2580,2527,2659,3264,3367,2981,2504,2260,1847,1369,1164,873,803
occidental mindoro,PHL,philippines,586722,75740,74797,71819,62842,49022,42640,38586,35577,31488,26693,22000,16301,12639,8356,6526,3861,0,0
occitanie,FRA,france,6148119,338727,353960,354497,370068,364444,347732,356192,414228,429424,425997,410870,412112,382079,283284,267900,254370,200526,176923
occupied area,CYP,cyprus,295191,19040,17984,17359,21467,34366,30223,28706,23578,19726,18270,15755,13571,11299,8523,6284,0,0,0
ocnita,MDA,republic of moldova,50312,1976,2507,3237,3402,3428,3285,3240,3157,3728,3678,3271,2354,2612,2286,2066,0,0,0
ocotepeque,HND,honduras,158589,19727,18888,21126,19887,16509,12619,10974,9868,7793,6087,5821,4016,3716,2657,2056,1540,972,855
odessa,UKR,ukraine,2334985,143664,119119,101657,130724,175504,202672,185500,173348,164227,157285,171104,154758,146605,85497,108041,69177,42095,27022
odisha,IND,india,46615163,3935681,4390143,4685746,4230034,4077220,3851422,3343737,3287883,2900300,2515133,1991249,1598900,1588384,1055547,827807,393226,255263,173717
oecusse,TLS,timor-leste,72332,12261,10732,8594,6327,5223,4913,4365,4040,3584,3008,2185,1703,3041,1570,730,0,0,0
ogooue-ivindo,GAB,gabon,61188,11551,10075,9006,8243,7429,6360,5241,4376,3612,2951,2391,2086,1780,1475,1170,864,0,0
ogooue-lolo,GAB,gabon,75088,14175,12364,11052,10116,9117,7805,6432,5370,4433,3621,2934,2560,2185,1810,1435,1061,0,0
ogooue-maritime,GAB,gabon,122873,23196,20232,18086,16554,14919,12773,10525,8788,7255,5926,4802,4189,3576,2962,2349,1736,0,0
ogun,NGA,nigeria,5576056,781603,711849,611565,548623,546376,517673,402555,338449,277632,213716,176127,103330,103717,64423,59722,32026,32604,31930
ohangwena,"NAM",namibia,291906,43816,38209,41953,38369,23502,15570,12765,11052,8838,7503,5609,4712,5056,4765,3843,3052,3210,5293
oio,GNB,guinea-bissau,291619,45329,40450,32188,30081,24072,21953,14227,12913,8842,8830,5946,5354,4580,3416,2162,1710,0,0
oita,JPN,japan,1136250,47432,49249,52864,53891,51214,58598,68126,74802,65185,65195,72389,84688,95143,74631,67278,64744,51216,46182
okayama,JPN,japan,1864537,80305,86132,91335,92106,94884,101733,114472,136714,114093,106609,110393,123699,151936,125110,103202,97373,75410,69825
okinawa,JPN,japan,1413759,82953,83593,86343,85728,78620,88510,97289,108048,94312,90995,94366,101143,83126,60456,62934,51863,36000,35662
olancho,HND,honduras,534396,69881,70227,75122,68871,54484,40128,33621,29619,24660,19452,18317,13391,12261,8565,6850,4982,3199,2782
olomoucky,CZE,czech republic,605158,32663,27442,26335,34440,39191,38831,47582,49964,39582,39606,39374,43961,43203,32235,23348,18602,13849,9254
olongapo city,PHL,philippines,198803,20177,20511,20656,19228,19460,17238,15308,13727,12051,10329,8553,6827,5565,3053,2228,1294,0,0
omaheke,"NAM",namibia,85644,12232,10029,9254,7929,7372,6359,5732,4664,3980,3290,2808,2126,1781,1247,958,666,377,490
ombella mpoko,CAF,central african republic,491606,72554,66041,59976,52787,47733,40770,32795,25832,19991,16285,13815,11456,9322,7525,5616,3482,0,0
omnogovi,MNG,mongolia,79467,7297,5953,6673,5591,8424,8905,7558,6897,6185,5074,3187,1696,1090,903,911,651,310,244
omsk,RUS,russian federation,1885537,109180,92643,85489,116404,162235,165471,144415,130257,116914,145431,158774,132511,97436,45319,81336,45346,36604,15791
omusati,"NAM",namibia,288963,38052,34545,37090,37811,22587,15832,13428,12391,9997,8953,7210,6759,6625,5851,4588,3400,3452,5746
onchan,IMN,isle of man,9167,466,496,502,496,476,420,479,561,644,703,665,628,733,554,435,333,270,216
ondo,NGA,nigeria,4967669,628315,652880,600991,559360,485894,429728,333261,278063,244754,191583,170278,85454,103234,51517,52184,23309,28500,28642
onotoa,KIR,kiribati,1173,160,126,139,124,118,96,76,64,69,59,44,33,22,17,12,7,3,1
ontario,CAN,canada,14387151,762804,771969,827181,935836,924591,883858,867664,914887,1001402,1144674,1091186,938267,830912,611633,478456,386818,295112,267977
oostpunt,CUW,curacao,279,16,18,20,21,15,14,14,18,20,23,22,19,16,13,9,7,4,3
oppland,NOR,norway,193091,10044,10727,12131,12677,11549,9633,9788,12752,14402,13532,13391,12810,13290,10536,7913,6413,5507,5429
oran,DZA,algeria,2140566,206227,169901,183033,191047,210329,204280,179615,159121,144025,115549,95730,75682,50532,42379,33507,21772,10216,7418
orange walk,BLZ,belize,49673,6111,5872,5367,5369,4923,4137,3507,3210,2764,2322,1787,1359,1014,711,536,368,262,174
oranjestad east,ABW,aruba,13074,748,781,846,868,648,709,808,961,1031,1187,1123,1020,713,540,432,283,208,146
oranjestad west,ABW,aruba,14884,925,999,999,949,753,874,1033,1151,1254,1394,1299,1039,753,537,398,259,130,114
orapa,BWA,botswana,78706,8955,8118,7826,7952,7555,7836,6431,5100,3743,3100,2501,2037,1416,1045,838,673,497,744
ordino,AND,andorra,5121,384,335,332,240,168,336,529,615,552,441,305,244,201,158,122,84,48,56
ordu,TUR,turkey,634373,45030,47346,58232,55458,44355,48043,47335,47148,37759,46226,34640,34852,28439,23890,19352,15203,9684,3763
ordubad,AZE,azerbaijan,50374,3712,3636,4476,5279,5145,4090,3405,3538,3841,3867,2827,1624,969,915,1223,883,376,168
orebro,SWE,sweden,291091,16655,15320,15795,19469,20231,16687,16631,18589,19592,19242,17654,18179,20318,18606,12787,9620,8185,8555
orel,RUS,russian federation,714566,35139,31765,30961,41533,55054,52398,50266,48553,45591,53862,62399,53981,43510,21784,37739,21545,18616,8355
orellana,ECU,ecuador,221888,29398,28695,26103,22441,19742,18775,15399,13296,10290,9172,6641,5027,3513,2819,2058,940,522,342
orenburg,RUS,russian federation,1891695,116217,99357,92819,115345,156418,153948,139681,128687,121602,148532,156041,130087,95700,49116,89365,41307,38581,14900
orhei,MDA,republic of moldova,111611,5510,6209,9040,10231,8819,7702,6909,6916,8446,8431,7622,4607,3868,3873,3090,0,0,0
oriental,MAR,morocco,2481069,234746,203756,208774,222617,220587,200366,188054,166616,155699,139710,141008,111049,82819,45599,44035,0,0,0
oriental mindoro,PHL,philippines,972728,113680,116034,119935,106293,80886,69277,65346,59952,53983,46386,39352,30507,22590,15354,11768,7236,0,0
orientale,COD,democratic republic of the congo,10559761,2028375,1673169,1428081,1222903,1002486,822162,670138,555667,458429,372984,299693,237468,191571,140957,92882,52609,0,0
orkhon,MNG,mongolia,106693,10748,7973,9489,9720,10315,9271,8320,8380,8315,7753,5359,2880,1779,1379,1120,736,360,225
orocovis,PRI,puerto rico,23131,1438,1532,1976,2162,1731,1519,1348,1475,1571,1618,1573,1332,1198,867,627,514,339,353
oromia,ETH,ethiopia,42783555,6434345,6748026,5399397,4427190,3245305,2899879,2124655,1865308,1397971,1079243,935504,555813,645063,424369,345809,168809,163304,132757
oruro,BOL,bolivia (plurinational state of),582562,63039,53069,58944,57445,54535,47556,43185,34788,30302,25718,24679,20224,17268,12875,9252,6654,5584,3694
osaka-fu,JPN,japan,8696397,363642,385076,412592,415617,468373,515551,581810,720790,646582,554253,474272,547394,704696,620213,505923,383257,245113,201617
osh,KGZ,kyrgyzstan,1327428,155650,135904,155967,152766,139290,108860,89527,80292,73710,67910,48911,31835,16034,15999,15381,11729,6871,2819
osh (city),KGZ,kyrgyzstan,299815,30266,23464,28237,40949,39930,24489,19905,18769,17609,16971,12634,8040,4178,3600,3179,1970,1141,418
oshana,"NAM",namibia,215362,25150,21005,22723,25935,23355,18082,14272,12228,9006,7650,5257,4459,3578,2981,2326,1896,1574,2969
oshikoto,"NAM",namibia,230165,30821,27413,29052,27799,19650,14451,12125,10816,8854,8011,5852,5062,4515,3813,2956,2277,1782,3248
osijek-baranja,HRV,croatia,283892,13440,13577,16378,17347,18468,19323,18471,17595,19082,21705,22154,20689,16788,13290,13633,11241,6586,3036
oslo,NOR,norway,710050,51476,37673,33227,33752,50755,72566,72978,61926,52243,45772,41091,35846,34392,25883,17364,13898,12315,14835
osmaniye,TUR,turkey,514876,51639,49650,53261,48974,40611,42618,41014,37472,30443,32793,24266,23534,16912,11278,8391,6256,3841,1971
osrednjeslovenska,SVN,slovenia,583672,32890,26657,26419,29271,42240,42649,46386,43538,43745,42927,40648,41070,32364,25555,23956,19720,13485,9346
ostergotland,SWE,sweden,453557,25952,24217,23735,31377,34091,28058,26712,29242,30574,30060,27825,27351,29911,26738,19171,15028,12427,12685
osun,NGA,nigeria,5008263,594071,642402,604006,579319,510345,437889,324060,277704,250877,200940,177994,94633,105767,55567,53145,24343,27495,27818
otago,NZL,new zealand,203444,11205,10885,11014,16173,16844,11384,11550,11820,13556,12984,13582,12240,10989,9168,6952,4966,3948,3593
otdar mean chey,KHM,cambodia,1104716,126987,136055,142672,138287,109433,93431,53712,68089,59360,54055,36404,22641,12847,9273,5678,3798,1566,1024
other islands,SYC,seychelles,996,10,11,8,42,163,181,167,123,85,79,49,23,11,1,1,0,0,0
other islands,VGB,british virgin islands,996,10,11,8,42,163,181,167,123,85,79,49,23,11,1,1,0,0,0
otjozondjupa,"NAM",namibia,175773,23489,19144,17693,15788,16973,14609,12527,10845,8582,7439,5902,4472,3103,1935,1465,1167,731,987
otorohanga,NZL,new zealand,9708,760,730,654,624,531,534,555,543,645,618,670,576,546,416,328,220,126,114
otrobanda,CUW,curacao,1165,68,75,82,88,62,59,62,77,86,99,92,80,70,55,41,29,18,15
otuke,UGA,uganda,148873,24491,22180,19659,15813,12739,9941,7803,6140,5085,3681,3232,1921,1760,1204,1109,601,525,533
ouaddai,TCD,chad,1164652,228199,211547,132870,99402,77332,79543,62367,54322,44324,30942,27457,12678,19608,9573,12951,5097,0,0
ouaka,CAF,central african republic,381333,56279,51226,46522,40946,37026,31624,25439,20037,15507,12632,10716,8886,7231,5837,4356,2701,0,0
ouangani,MYT,mayotte,15657,2469,2409,2106,1510,918,1092,1119,913,790,463,393,278,239,127,101,55,32,30
ouargla,DZA,algeria,756926,91335,79933,85774,88352,84327,72251,52153,44163,36213,31727,23220,15424,11295,9366,7069,5137,2691,2273
oudomxay,LAO,lao people's democratic republic,369864,51846,55856,51298,41965,29834,26251,21742,19247,16474,13832,10770,8057,6304,4339,2870,0,0,0
oueme,BEN,benin,1373573,213764,198112,162023,125288,112698,108261,89793,72525,56112,40033,37978,21161,22891,10760,9427,4546,5559,4194
ouest,CMR,cameroon,6575334,876304,863705,884104,785309,598319,482303,391884,353880,309834,260969,226140,135913,143681,107141,102289,56623,42686,38059
ouest,HTI,haiti,6575334,876304,863705,884104,785309,598319,482303,391884,353880,309834,260969,226140,135913,143681,107141,102289,56623,42686,38059
ouham,CAF,central african republic,508820,75096,68354,62076,54636,49405,42198,33944,26736,20692,16856,14299,11857,9649,7789,5812,3604,0,0
ouham pende,CAF,central african republic,593286,87561,79700,72381,63706,57606,49202,39579,31175,24126,19654,16672,13826,11250,9082,6777,4202,0,0
oulu,FIN,finland,420379,30435,28930,26870,28641,27765,28100,27213,25073,24590,26820,27441,28195,26842,18877,16171,12269,9388,7425
oum el bouaghi,DZA,algeria,757611,76809,62380,74300,85842,86475,73904,55804,44782,41515,38876,30540,22690,13441,12560,9963,7365,3833,2300
overijssel,NLD,netherlands,1169845,68979,75198,74395,72171,72854,69882,69403,77679,89106,87205,80312,73560,73686,55233,45007,35673,25758,20409
ovorkhangai,MNG,mongolia,91046,10157,8326,9825,8070,7479,7671,7319,6959,6203,5154,3705,2383,1679,1454,1127,728,343,270
oyam,UGA,uganda,504316,82959,75132,66596,53569,43160,33681,26437,20802,17229,12470,10951,6509,5964,4080,3761,2038,1782,1808
oyo,NGA,nigeria,8339396,1062729,1085242,977099,886941,811520,746789,579672,482250,417141,327851,284419,157505,168924,94801,86804,42778,46553,47274
ozama,DOM,dominican republic,4128201,378840,382635,386684,399830,381184,339494,314687,274586,247222,214403,171174,134180,106938,70115,55953,34982,25881,20592
pader,UGA,uganda,223380,36720,33261,29486,23724,19132,14929,11717,9217,7632,5523,4855,2884,2645,1809,1669,903,791,802
pafos,CYP,cyprus,108157,5728,5674,6297,6995,7596,8662,8208,7446,7526,7429,7169,6646,6876,5891,4134,0,0,0
paget,BMU,bermuda,5797,333,315,273,286,249,371,479,522,492,521,482,399,318,236,187,172,90,85
pahang,MYS,malaysia,1582340,152141,153463,160822,166966,141811,144317,102968,92178,86300,84458,75301,59459,48817,30054,23438,0,0,0
pailin,KHM,cambodia,354420,38891,36027,41966,47483,38532,32453,17338,21861,20274,20382,12612,7325,3748,2752,1638,956,472,276
pais vasco,ESP,spain,1986484,97017,91609,81985,77217,87216,113442,149911,166036,158521,156996,148238,129241,120180,105292,79978,85565,65066,54575
paktika,AFG,afghanistan,568559,88153,82579,71202,54514,41857,34195,28237,23048,18771,15108,12075,9533,7689,4921,3080,1696,0,0
paktya,AFG,afghanistan,759246,117714,110271,95079,72795,55894,45664,37707,30778,25067,20175,16125,12731,10270,6573,4115,2267,0,0
palawan,PHL,philippines,1167976,151719,152366,147640,128013,99347,86268,76122,68346,58828,52033,42087,31000,23843,16430,11959,7019,0,0
pallisa,UGA,uganda,516121,84877,76875,68144,54819,44184,34479,27063,21292,17633,12762,11212,6663,6107,4178,3852,2087,1826,1852
pamandzi,MYT,mayotte,12457,1604,1652,1561,1098,577,706,837,949,832,673,483,364,257,126,112,67,34,31
pampanga,PHL,philippines,2372220,243340,255125,250953,236454,215068,194350,183506,161634,150278,121282,100147,76479,61622,37662,29670,19130,0,0
panama,PAN,panama,2178353,177204,175886,182769,167869,180127,176868,168723,160895,145319,124653,100175,81822,66254,47738,35030,24343,16977,16516
pando,BOL,bolivia (plurinational state of),191060,25209,20822,22067,22122,19102,17057,14370,11713,9177,7278,5674,4208,3111,1965,1231,714,419,307
panevezio,LTU,lithuania,215117,8680,9476,12208,15593,13570,10478,10762,13701,16183,17382,16604,13150,11558,11944,11044,9179,0,0
pangasinan,PHL,philippines,3246952,352150,357507,353570,330760,277825,247665,226449,206287,189491,162420,138125,110653,92775,62789,47319,31702,0,0
panjshir,AFG,afghanistan,188180,29175,27331,23565,18042,13853,11317,9345,7628,6212,5000,3996,3155,2545,1629,1019,561,0,0
pannekoek,CUW,curacao,396,23,25,28,30,21,20,20,26,29,33,31,27,24,18,14,10,6,5
para,BRA,brazil,9653832,901801,956346,1022857,962267,914167,863539,753856,628790,531686,433193,360040,285076,213399,164343,116605,76760,45313,38155
para,SUR,suriname,9653832,901801,956346,1022857,962267,914167,863539,753856,628790,531686,433193,360040,285076,213399,164343,116605,76760,45313,38155
paradera,ABW,aruba,14918,1080,1182,1179,1147,794,740,891,1205,1304,1328,1131,934,692,511,369,224,97,85
paradijs,CUW,curacao,2864,170,186,204,217,154,147,152,189,212,243,227,197,173,135,101,73,46,38
paraguari,PRY,paraguay,242355,23718,24766,26416,26559,24295,18885,13632,12475,12241,11771,11300,10074,8011,6535,5057,3746,0,0
paraiba,BRA,brazil,4125172,305103,330339,366738,371091,363960,343859,312576,273451,256182,225377,181031,154439,136449,106566,89804,57819,42917,40921
paramaribo,SUR,suriname,210122,17924,16506,18495,17976,18634,18406,15797,13802,14246,14264,12761,9931,7292,5868,4524,3464,2095,1556
parana,BRA,brazil,11432130,750414,807570,955394,975757,946165,923478,877711,826715,805219,735475,622561,513396,401414,299534,224368,151595,91783,60999
pardubicky,CZE,czech republic,508437,27610,23341,23150,29345,32708,33140,40335,42033,32983,32590,32197,37158,35680,26671,19068,16293,11816,7532
parera,CUW,curacao,214,12,14,15,16,11,11,11,14,15,18,17,14,13,10,7,5,3,2
parnu,EST,estonia,73915,4122,3581,3582,4170,4624,4364,4173,4496,5137,4966,5029,4661,4463,3765,4010,3100,2116,1434
paro,BTN,bhutan,44969,3591,4308,4952,5212,5524,4171,3090,2870,2121,1800,1471,1082,966,810,651,0,0,0
parrot cay,TCA,turks and caicos islands,190,12,11,12,10,8,12,17,18,16,13,12,8,6,3,2,2,1,1
partesh,KOS,kosovo,1529,83,106,97,166,145,95,74,96,118,109,96,79,70,61,54,33,0,0
parwan,AFG,afghanistan,813089,126052,118082,101815,77953,59856,48904,40380,32961,26845,21606,17270,13636,11006,7045,4413,2432,0,0
pasco,PER,peru,343871,35339,35515,41607,36918,33036,29364,24815,23356,19415,15793,12113,9098,7126,5829,4182,3044,1639,1105
pastaza,ECU,ecuador,115704,14344,14723,13646,12363,10051,8986,7618,6695,5223,4630,3695,2874,2386,1889,1240,806,592,439
pathum thani,THA,thailand,2374392,151079,167560,203266,187276,138446,134102,159339,190067,202575,185784,168058,135136,112374,78906,59458,40602,22859,14267
patillas,PRI,puerto rico,18512,1112,1161,1277,1535,1303,1137,1016,1076,1225,1328,1302,1203,1185,928,692,427,317,323
patrick,IMN,isle of man,1994,95,117,160,128,95,89,93,133,168,161,173,116,139,115,76,58,36,16
pattani,THA,thailand,568513,39418,41657,47010,45802,42789,44459,45490,46612,44673,40031,32097,25291,19866,14676,13134,9775,6019,4143
pavlodar,KAZ,kazakhstan,714338,50772,40658,44436,60445,67011,57228,54939,53819,51608,57160,45692,35963,23375,22489,22084,10117,6975,2677
pays de la loire,FRA,france,3854342,250194,251939,240338,241580,228316,228558,236910,266221,264487,261800,253394,254126,217069,153149,155108,142061,111225,94875
paysandu,URY,uruguay,118537,8400,9598,10675,10140,8150,7652,7626,7325,6870,6254,6389,5772,5034,4475,3774,3168,2217,1621
pazardzhik,BGR,bulgaria,245005,11874,11633,11830,13652,15103,16092,16465,16904,17626,17996,18842,16893,17238,13246,11499,9708,5614,3065
peel,IMN,isle of man,6751,425,340,375,388,337,454,423,514,482,524,423,417,471,356,256,183,157,157
peje,KOS,kosovo,108324,8556,9028,10102,10408,9634,8590,7723,7696,6871,6277,5530,4484,3643,3023,2423,1659,0,0
pelagonia,MKD,the former yugoslav republic of macedonia,228088,11849,11465,12300,14784,16708,17395,15872,14778,15466,16262,17640,15960,12466,10258,9584,8142,4323,2001
peleliu,PLW,palau,1030,87,108,137,38,44,87,72,87,99,67,65,44,49,29,18,13,6,18
"peloponnese, western greece and the ionian islands",GRC,greece,1425267,65381,64627,67595,73016,79196,87900,96093,96820,101729,93709,93773,85156,81728,64130,71967,67391,52333,38086
pemagatshel,BTN,bhutan,26468,2384,2796,3269,3391,1981,1695,1253,1299,1098,1306,1153,1031,908,777,563,0,0,0
pembroke,BMU,bermuda,9033,460,475,437,451,467,663,692,707,716,780,822,664,523,377,258,236,195,141
penal-debe,TTO,trinidad and tobago,93407,6152,5931,5741,6594,8007,9071,7637,6750,6489,7484,6476,5216,3821,3109,2056,1211,0,0
